,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_42,0.83886,0.42566,0.19627,0.78746,0.84009,0.54543,1.03638,0.70935,0.36189,0.45798,0.50916,0.62327,0.29751,0.29458,0.21577,0.92198,0.46043,0.3881,0.40909,0.73737,0.78262,0.65094,0.9032,0.29896,0.54973,0.32147,1.06457,0.12796,0.73619,0.54546,0.12232,1.02905,0.38331,0.77239,0.73944,0.28497,0.88324,0.66131,0.96767,0.36141,0.15407,0.23632,0.14378,0.57246,0.5551,0.82935,0.69344,0.53005,0.71761,0.63124,0.88712,0.82359,0.43927,0.91263,0.79332,0.27673,0.35873,0.54017,0.7387,0.7711,0.40233,0.10902,0.49568,0.84519,0.36799,0.76078,0.41132,0.83772,0.63988,0.69596,0.46853,0.4026,0.69231,0.87008,0.24285,0.55119,0.30711,0.86361,0.71699,0.66083,0.82729,0.84836,0.8852,0.45144,0.52695,0.21364,0.75267,0.6729,0.70144,0.62164,0.31291,0.18403,0.67735,0.33339,0.22098,0.33973,0.80179,0.34109,0.89109,0.31827,0.64839,0.96174,1.07075,0.37207,0.62518,0.87267,0.3872,0.93633,0.72276,0.59101,0.53297,0.82101,0.351,1.10408,0.13484,0.51898,0.81492,0.34577,0.66349,0.23905,0.32806,0.66068,0.82587,0.61479,0.96054,0.94439,1.1046,0.93639,0.60604,0.57945,0.1643,0.87135,0.79404,0.40843,0.94385,0.13164,0.92598,0.92548,0.68858,0.93085,0.78774,0.76607,0.87851,0.80848,0.84275,0.1682,0.84728,0.79571,0.91042,0.87375,0.96006,0.93659,0.80857,0.12694,0.23569,0.80397,0.89428,0.26167,0.68928,0.89419,0.15538,0.89855,0.81139,0.83142,0.7718,0.12537,0.53828,0.59462,0.30937,0.18476,0.63968,0.87637,0.2774,0.7262,0.68401,0.89458,0.74535,0.11631,0.9028,0.94405,0.90556,0.11711,0.3548,0.87721,0.81839,0.71073,0.88009,0.84379,0.92594,1.06344,0.89944,0.67251,0.37767,0.12638,0.95631,0.17434,0.88781,0.12261,0.11715,0.36299,0.47197,0.16216,0.11767,0.90634,0.30542,0.95355,0.884,0.21856,0.94265,0.17319,0.10005,0.28831,0.90762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_41,0.90422,0.54124,0.07314,0.90074,0.8796,0.40346,0.79981,0.5992,0.28591,0.46686,0.35232,0.5705,0.22982,0.19129,0.13302,0.6833,0.59901,0.32653,0.37095,0.61417,0.89441,0.55659,0.74503,0.19845,0.44661,0.19286,0.88839,0.05537,0.61823,0.40489,0.0498,0.85975,0.30647,0.60013,0.84734,0.29283,0.79514,0.52617,0.83066,0.32717,0.07793,0.15107,0.06863,0.5811,0.46287,0.94608,0.63718,0.59085,0.75385,0.4164,1.00792,0.62634,0.58017,0.6758,0.7124,0.36603,0.409,0.60592,0.66187,0.71382,0.28342,0.03784,0.39193,0.76046,0.33352,0.57959,0.48377,0.75349,0.73727,0.48071,0.34427,0.44644,0.72824,0.9898,0.11077,0.40374,0.22155,0.77749,0.8226,0.57262,0.59381,1.03124,0.82225,0.42568,0.41172,0.13629,0.52896,0.44906,0.71251,0.53547,0.17004,0.07625,0.82327,0.29123,0.13724,0.2343,0.74264,0.45518,0.80227,0.24966,0.74248,0.76052,0.8526,0.4684,0.69165,0.78552,0.41416,0.84397,0.73319,0.7521,0.67427,0.58809,0.32001,0.87205,0.26685,0.44411,0.92919,0.45021,0.8255,0.15401,0.44229,0.4966,1.02851,0.76689,0.86575,0.68146,0.93442,0.8445,0.4983,0.61051,0.3011,0.9924,0.7126,0.34168,1.07161,0.05852,1.05218,1.02101,0.49894,1.05758,0.87102,0.91342,0.79116,0.7263,0.7575,0.09077,0.76236,0.94436,0.8203,0.96518,1.09053,0.84445,0.92283,0.0535,0.24743,0.99827,1.01804,0.22434,0.5551,1.01753,0.07883,0.76458,0.92552,0.9488,0.96379,0.02567,0.54668,0.60239,0.40016,0.10492,0.73318,0.99806,0.25325,0.73274,0.64997,1.0176,0.87043,0.04405,0.81321,0.85019,1.03007,0.07251,0.52724,0.7897,0.93365,0.89223,0.8854,0.96197,0.83461,0.90166,1.01383,0.7304,0.2848,0.05314,0.88739,0.31289,1.01052,0.04994,0.06288,0.34286,0.48113,0.23131,0.24713,1.02136,0.41602,0.86015,1.00636,0.15899,0.85,0.31032,0.05039,0.32671,0.84175,0.1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_40,1.07257,0.60668,0.19962,1.1558,1.06395,0.70052,0.98599,0.64744,0.42457,0.39987,0.39856,0.62667,0.26629,0.3374,0.35027,0.64369,0.49657,0.30396,0.28923,0.71309,1.0052,0.53745,0.5742,0.45922,0.54534,0.45303,0.59889,0.25003,0.3949,0.43623,0.21778,0.59962,0.30919,0.68961,1.07594,0.3873,0.51471,0.4964,0.69107,0.24734,0.25722,0.32491,0.26519,0.54846,0.60235,1.18016,0.72348,0.68166,0.92817,0.84131,1.11512,0.51737,0.7085,0.73486,0.43837,0.31131,0.56274,0.45429,0.55792,0.71744,0.39095,0.19904,0.34958,0.45846,0.32508,0.73429,0.44127,0.57537,0.82526,0.86779,0.29964,0.73099,0.76652,1.09635,0.20758,0.44573,0.40516,0.46136,0.96518,0.43835,0.59113,0.72342,0.72423,0.54599,0.60958,0.26282,0.62466,0.89025,0.76401,0.65524,0.45951,0.25989,0.97427,0.43796,0.35698,0.50574,0.62681,0.39552,0.59768,0.35376,0.72808,0.55823,1.0044,0.40143,0.69364,0.46604,0.41143,0.51019,0.76684,0.7043,0.81609,0.91835,0.12825,0.71763,0.37131,0.57136,1.03139,0.63562,0.96642,0.30196,0.46026,0.34479,1.04569,0.75091,0.5256,0.59939,0.91534,0.51229,0.52724,0.61434,0.26249,1.13258,0.61364,0.37375,0.9832,0.25447,1.12179,0.99779,0.53696,0.96993,0.99768,0.64135,0.47148,0.59278,0.47294,0.23571,0.44864,0.66821,0.51619,1.10261,1.02652,0.51567,1.03712,0.2501,0.26922,0.98114,1.12807,0.36033,0.36093,1.11866,0.13618,0.56115,1.02761,1.11454,0.98203,0.24751,0.24414,0.26824,0.24369,0.17078,0.71355,1.09602,0.41709,0.51364,0.5993,1.12695,0.80554,0.23832,0.60722,0.51279,1.14063,0.23935,0.64518,0.56936,1.03691,1.01355,0.47148,1.0676,0.50375,0.88053,1.11482,0.98793,0.34227,0.24137,0.52468,0.4028,1.1092,0.18969,0.23552,0.33633,0.37587,0.1884,0.27469,1.12287,0.36958,0.52954,1.11524,0.28814,0.52129,0.33538,0.16859,0.2342,0.58718,0.21997,0.23183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_39,0.53478,0.42951,0.68512,0.48684,0.57151,0.49626,0.75034,0.40978,0.82564,0.49063,0.77855,0.59241,0.89854,1.00286,0.69283,0.2846,0.51651,0.88055,0.58802,0.59227,0.67336,0.81414,0.27923,0.74388,0.43092,0.79569,0.32923,0.86265,0.92615,0.64035,0.81519,0.36328,0.69591,0.36752,0.53005,0.53668,0.27645,0.72501,0.3464,0.93103,0.70635,0.66249,0.68903,0.6247,0.46481,0.60578,0.2657,0.23944,0.61773,0.67899,0.71828,0.72673,0.49296,0.68349,0.33885,0.60478,0.60345,0.60858,0.22028,0.30623,0.4841,0.80228,0.6483,0.3114,0.7632,0.73083,0.65965,0.28714,0.81989,0.31318,0.82161,0.28798,0.55549,0.65077,0.99177,0.82913,0.63278,0.32088,0.51776,0.82202,0.77043,0.24227,0.25513,0.58835,0.799,0.88868,0.32615,0.63538,0.55007,0.40193,0.67471,0.81263,0.43326,0.91317,0.56483,0.75274,0.27985,0.72711,0.25482,0.57885,0.32953,0.33004,0.70213,0.46756,0.28633,0.28549,0.64931,0.29062,0.22495,0.59341,0.32344,0.739,0.95142,0.27345,0.47373,0.38231,0.65091,0.55942,0.19814,0.79466,0.51151,0.81867,0.5759,0.31816,0.23878,0.38283,0.72801,0.31155,1.06566,0.39226,0.59989,0.55372,0.20928,0.77012,0.62902,0.8727,0.59592,0.46737,0.55489,0.59894,0.66116,0.19769,0.3125,0.35822,0.32032,0.84219,0.24036,0.1796,0.27715,0.53311,0.50696,0.32775,0.55658,0.77644,0.62698,0.476,0.54337,0.97958,0.77879,0.51888,0.91918,0.27104,0.50803,0.55395,0.5196,0.78836,0.3481,0.35637,0.46013,0.90005,0.28754,0.56819,0.89525,0.35192,0.34196,0.57201,0.27323,0.7281,0.27419,0.20027,0.57971,0.79384,0.23533,0.33872,0.58735,0.5556,0.31544,0.58243,0.28584,0.76324,0.27098,0.45626,0.64187,0.74092,0.32006,0.47114,0.56635,0.75769,0.8377,0.64678,0.4678,0.62822,0.622,0.30641,0.46534,0.29391,0.53635,0.70455,0.2947,0.58608,0.81166,0.68973,0.37066,0.60984,0.73745,0.75685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_38,0.84486,0.51692,0.13382,0.84059,0.82116,0.47592,0.74526,0.64357,0.27629,0.44592,0.38372,0.46991,0.28617,0.24524,0.12418,0.63687,0.69546,0.35732,0.2947,0.60166,0.83501,0.58805,0.82154,0.21943,0.42432,0.21809,0.97521,0.07093,0.71497,0.45785,0.06536,0.94449,0.27139,0.55622,0.78981,0.27452,0.87528,0.63679,0.88736,0.34973,0.09421,0.14212,0.08472,0.56877,0.45207,0.88429,0.5379,0.56732,0.81124,0.4753,1.08257,0.69953,0.53273,0.64915,0.78655,0.41725,0.38875,0.72868,0.7327,0.66605,0.24871,0.05313,0.37235,0.83775,0.35618,0.62603,0.44334,0.83037,0.84926,0.53991,0.39384,0.52333,0.83945,1.06359,0.17548,0.50181,0.26488,0.85594,0.94602,0.60426,0.68831,1.1013,0.70648,0.45311,0.51181,0.18675,0.59026,0.51024,0.79328,0.56431,0.21052,0.12214,0.79274,0.29682,0.07569,0.25617,0.79487,0.48144,0.88301,0.18021,0.63378,0.83742,0.7959,0.52589,0.81574,0.91827,0.37574,0.92772,0.8097,0.73845,0.708,0.63504,0.34205,0.84327,0.19578,0.51953,1.06501,0.5561,0.7071,0.1451,0.40315,0.60415,0.8805,0.75415,0.83709,0.80119,0.87439,0.92782,0.52768,0.7015,0.22756,0.92849,0.78722,0.3317,1.00446,0.07419,0.98576,0.98521,0.6073,0.99092,0.96534,1.00395,0.87065,0.80151,0.73117,0.10731,0.83982,1.03746,0.90214,0.93092,1.02194,0.928,0.86227,0.06927,0.17845,0.93417,0.95279,0.25834,0.6695,0.95251,0.09523,0.84244,0.86507,0.88665,0.9012,0.06831,0.57564,0.63299,0.45381,0.12194,0.62515,0.93383,0.24412,0.72038,0.54969,0.95275,0.85715,0.05956,0.8946,0.82176,0.96447,0.0888,0.55633,0.86934,0.8726,0.7595,0.87219,0.89948,0.91747,0.84307,0.95366,0.6779,0.33135,0.06886,0.94748,0.30293,0.94579,0.06554,0.07891,0.26687,0.47019,0.25128,0.26781,0.96087,0.37716,0.94478,0.94182,0.09577,0.93399,0.30046,0.06612,0.39147,0.89934,0.12892,0.05581,0.25177,0.71077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_37,0.78716,0.47479,0.16056,0.78222,0.76455,0.52341,1.00139,0.7047,0.34389,0.4103,0.45923,0.61844,0.32101,0.27805,0.17865,0.84625,0.50827,0.4316,0.43542,0.7097,0.77743,0.64608,0.94557,0.25433,0.60548,0.27995,1.05939,0.09476,0.73372,0.54129,0.08911,1.0265,0.40913,0.70586,0.73434,0.24553,0.95249,0.6976,0.96514,0.35765,0.11947,0.19824,0.10955,0.62946,0.50095,0.82405,0.72872,0.52585,0.65055,0.56897,0.88177,0.81835,0.48953,0.88071,0.85737,0.31518,0.35503,0.53565,0.79993,0.83461,0.38355,0.0763,0.49163,0.91187,0.36423,0.69041,0.40748,0.90412,0.63509,0.63396,0.43781,0.37074,0.62631,0.86474,0.20475,0.51448,0.33115,0.93131,0.71195,0.61978,0.7529,0.91234,0.88268,0.50254,0.52493,0.19067,0.68811,0.60795,0.63572,0.61716,0.27176,0.14854,0.73721,0.32172,0.18344,0.29316,0.86678,0.33742,0.96091,0.2762,0.58957,0.91108,1.06501,0.41197,0.62076,0.94112,0.34258,1.0087,0.6601,0.5863,0.52873,0.74667,0.34966,1.09882,0.16907,0.56945,0.80969,0.38893,0.65888,0.20109,0.36902,0.61966,0.82058,0.61036,1.03484,0.86814,1.09885,1.00835,0.58142,0.52424,0.19965,0.86597,0.85853,0.40456,0.93836,0.09823,0.92051,0.92002,0.62297,0.92537,0.78261,0.8282,0.94711,0.87337,0.91003,0.13315,0.91405,0.85695,0.9811,0.86837,0.95452,1.00878,0.80333,0.09337,0.27375,0.87141,0.88883,0.25135,0.68691,0.88876,0.12065,0.96865,0.80616,0.8261,0.84009,0.09213,0.58946,0.64827,0.34705,0.14875,0.58124,0.87097,0.26679,0.78669,0.74262,0.88917,0.70159,0.08316,0.97317,1.0177,0.90012,0.11401,0.39847,0.94591,0.81313,0.70572,0.94888,0.83845,0.99751,1.06065,0.89439,0.6282,0.40327,0.09288,1.0298,0.21007,0.8824,0.08934,0.10355,0.40627,0.52038,0.13843,0.15132,0.90129,0.34359,1.02664,0.87858,0.18103,1.01517,0.20858,0.06742,0.26106,0.97836,0.02947,0.07896,0.25723,0.66246,0.09549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_36,0.99965,0.76162,0.25259,0.89097,0.96215,0.61915,0.7565,0.65247,0.36262,0.39928,0.39207,0.632,0.29207,0.27455,0.41274,0.7278,0.66452,0.3238,0.38762,0.55987,0.77457,0.50521,0.69361,0.53548,0.6832,0.49414,0.55736,0.30582,0.35541,0.39612,0.25062,0.51624,0.43925,0.77098,0.82603,0.37045,0.62139,0.53044,0.5641,0.17843,0.33432,0.38675,0.31842,0.66656,0.54531,0.91242,0.76155,0.61924,0.83802,0.94746,0.86229,0.49643,0.7743,0.68003,0.5197,0.42149,0.49103,0.41748,0.67616,0.90569,0.31782,0.25644,0.2523,0.56647,0.26818,0.7308,0.38786,0.65515,0.62098,0.91359,0.28886,0.6802,0.79803,0.84558,0.23951,0.49029,0.50596,0.61601,0.85188,0.43848,0.71492,0.76178,0.54815,0.68343,0.51296,0.25683,0.73503,0.93116,0.69197,0.58532,0.48623,0.3166,1.07245,0.49277,0.42029,0.58536,0.76421,0.31668,0.7196,0.35017,0.81283,0.59435,0.77152,0.4973,0.59494,0.57503,0.41166,0.62344,0.86253,0.61964,0.77726,0.85542,0.04962,0.63196,0.41522,0.67432,0.79181,0.83628,0.86375,0.36087,0.60881,0.41218,0.80235,0.69875,0.64067,0.60409,0.69759,0.58044,0.40391,0.65302,0.36226,0.91585,0.73784,0.31217,0.75086,0.31066,0.90707,0.76368,0.58017,0.73938,0.88683,0.76996,0.62775,0.71392,0.5025,0.29064,0.55597,0.79956,0.62326,0.84898,0.78695,0.62918,0.79533,0.23115,0.36895,1.03191,0.93237,0.41153,0.24981,0.86211,0.18455,0.67954,0.78833,0.90089,0.96488,0.30326,0.36563,0.32315,0.36285,0.22146,0.79728,0.89382,0.47102,0.62694,0.58916,0.8693,0.863,0.26003,0.72988,0.62702,0.87992,0.22003,0.67409,0.68843,0.94208,0.77701,0.58094,0.94917,0.61613,0.66852,0.87576,0.98597,0.40641,0.29694,0.63911,0.44429,0.90528,0.24227,0.20463,0.35299,0.48829,0.24591,0.34402,0.88251,0.43671,0.60632,0.94251,0.3108,0.59772,0.4443,0.21919,0.23499,0.70823,0.31597,0.28659,0.08941,0.89171,0.30792,0.31475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_35,0.27284,0.7515,0.53033,0.28344,0.28613,0.72624,0.3248,0.62124,0.29436,0.32298,0.26585,0.73499,0.29821,0.29999,0.48138,0.6795,0.6899,0.39497,0.28028,0.78109,0.27908,0.72644,0.87946,0.98884,0.7441,0.36755,0.76664,0.51358,0.82787,0.31021,0.50321,0.7653,0.31482,0.51069,0.30989,0.33198,0.9257,0.78071,0.62925,0.44288,0.51575,0.47246,0.47384,0.75934,0.87853,0.25065,0.61762,0.56652,0.3185,0.8476,0.30522,0.8116,0.49736,0.56015,0.94668,0.33752,0.08244,0.73611,0.88639,0.58925,0.26902,0.53131,0.27717,0.86082,0.28202,0.69707,0.12505,0.67403,0.37359,0.82232,0.36362,0.68029,0.556,0.26042,0.46224,0.80512,0.40847,0.92305,0.3381,0.84137,0.72635,0.5994,0.58521,0.88784,0.84192,0.41744,0.7339,0.83213,0.5401,0.67567,0.41693,0.41783,0.39662,0.61481,0.37804,1.06501,0.78259,0.29778,0.73519,0.38995,0.68589,0.86518,0.2928,0.26107,0.57941,0.89305,0.24896,0.85991,0.56963,0.56106,0.52645,0.60969,0.4096,0.63955,0.32159,0.75088,0.26003,0.74645,0.42363,0.46244,0.18353,0.97233,0.25912,0.66823,0.81304,0.80824,0.3096,0.84574,0.81103,0.61646,0.4331,0.22868,0.87978,0.39813,0.31557,0.49022,0.24489,0.31208,0.80734,0.29351,0.40896,0.73682,0.90723,0.87404,0.81074,0.44108,0.95213,0.70562,0.90197,0.24679,0.26194,0.8931,0.19146,0.49507,0.43948,0.29081,0.23716,0.64795,0.8862,0.20869,0.5671,0.86558,0.26456,0.25305,0.28998,0.49478,1.12658,1.04139,0.38411,0.56184,0.68504,0.23262,0.60273,0.93172,0.65766,0.23029,0.56135,0.53421,0.7664,0.74587,0.21057,0.46536,0.63796,0.81357,0.25933,0.33208,0.92003,0.24608,0.89232,0.33269,0.23958,0.4072,0.33366,0.57976,0.83396,0.34383,0.22397,0.50828,0.47993,0.43853,1.02272,0.35448,0.31887,0.24492,0.22175,0.85388,0.24178,0.51786,0.86906,0.26983,0.57658,0.32954,0.74115,0.46203,0.53795,0.60576,0.62106,0.49598,0.45807,0.44794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_34,0.58109,0.75157,0.48703,0.50309,0.59856,0.84175,0.65102,0.74706,0.39746,0.25684,0.48868,0.62305,0.55207,0.37355,0.34277,0.64406,0.77678,0.43732,0.40611,0.73324,0.5879,0.48628,0.72466,0.76298,0.68871,0.4177,0.62464,0.4621,0.78499,0.35774,0.42043,0.62341,0.24568,0.68556,0.53574,0.38818,0.73175,1.03885,0.7344,0.2844,0.37295,0.38947,0.33636,0.63765,0.87751,0.44438,0.63739,0.59007,0.59088,0.74908,0.62276,0.68366,0.63458,0.46208,0.78463,0.43039,0.13467,0.50536,0.88212,0.69408,0.24164,0.4112,0.37229,0.66673,0.26014,0.92616,0.14479,0.76903,0.71394,0.72485,0.32248,0.68257,0.52791,0.56215,0.35951,0.88201,0.36476,0.79343,0.51094,1.0323,0.76023,0.66307,0.71105,0.81478,0.71267,0.48365,0.78003,0.70341,0.75752,0.63926,0.33256,0.4923,0.47769,0.54302,0.25106,0.82596,1.0115,0.17892,0.83186,0.32487,0.51054,0.71179,0.60784,0.30906,0.64402,0.7365,0.28131,0.74475,0.68117,0.2977,0.49831,0.91943,0.38934,0.55009,0.23341,0.99978,0.56211,0.7172,0.51355,0.43024,0.3386,0.84704,0.49346,0.39303,0.66576,0.74828,0.63116,0.77566,0.66722,0.57969,0.23786,0.47411,0.87552,0.19911,0.42063,0.46824,0.54373,0.4919,0.89369,0.39633,0.57068,0.59862,0.77942,0.63421,0.74257,0.37787,0.66838,0.57099,0.72272,0.45481,0.53578,0.74548,0.43009,0.39272,0.3644,0.60451,0.46453,0.5901,0.65561,0.48931,0.3179,0.71232,0.43234,0.48387,0.60323,0.41286,0.83687,0.8474,0.21219,0.31364,0.50255,0.48709,0.48424,0.63993,0.48642,0.49079,0.76806,0.36974,0.86551,0.60621,0.4976,0.32931,0.54898,0.69388,0.51728,0.40729,0.78355,0.49974,0.73618,0.6626,0.51652,0.42457,0.36049,0.46282,0.78604,0.28182,0.48559,0.45673,0.34222,0.2467,0.66546,0.37341,0.26657,0.52199,0.09612,0.74824,0.4706,0.39247,0.75059,0.23658,0.42643,0.32351,0.74289,0.3266,0.37562,0.42988,0.49465,0.3557,0.32295,0.35344,0.20086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_33,0.66465,0.45708,0.22634,0.61268,0.70577,0.66169,0.90537,0.64406,0.41375,0.38487,0.4578,0.71367,0.22011,0.34297,0.36004,1.00082,0.42986,0.34346,0.46296,0.75584,0.61677,0.74713,0.81757,0.47341,0.59467,0.41954,0.90095,0.25726,0.79168,0.46456,0.22417,0.95873,0.45306,0.82238,0.57261,0.21728,0.83268,0.54682,0.93513,0.40531,0.26468,0.34538,0.27283,0.70331,0.60179,0.77437,0.74906,0.49855,0.61394,0.77135,0.70056,0.77414,0.40658,0.92091,0.74273,0.27611,0.38589,0.48649,0.65573,0.89153,0.40852,0.21231,0.41349,0.76401,0.39728,0.65011,0.38135,0.75254,0.48875,0.74518,0.39317,0.37677,0.67619,0.68532,0.31641,0.53623,0.31815,0.82955,0.65316,0.70731,0.79143,0.67998,0.86935,0.5701,0.58683,0.22677,0.76841,0.75684,0.59547,0.68788,0.3688,0.21625,0.60063,0.43073,0.367,0.52157,0.80101,0.32562,0.79728,0.39456,0.76724,0.90351,0.85113,0.29432,0.54939,0.78041,0.35091,0.83931,0.71864,0.66187,0.66665,0.72008,0.35759,0.92917,0.18257,0.52273,0.63813,0.34637,0.66586,0.38022,0.33695,0.69627,0.7111,0.75173,0.86122,0.7805,0.8798,0.78581,0.68374,0.54528,0.2981,0.70776,0.70686,0.48318,0.74705,0.26182,0.70098,0.7291,0.67989,0.73566,0.69731,0.68187,0.84404,0.81255,0.73727,0.30436,0.75708,0.65213,0.84711,0.66332,0.79237,0.83067,0.64901,0.19331,0.34225,0.59977,0.75878,0.35255,0.61191,0.71326,0.29006,0.80435,0.63483,0.69627,0.64794,0.21824,0.61237,0.55108,0.2687,0.32444,0.76643,0.6937,0.41073,0.81047,0.74816,0.70529,0.78487,0.21293,0.80831,0.84553,0.71415,0.21879,0.40817,0.75467,0.74967,0.70971,0.88104,0.77323,0.82989,0.91957,0.72133,0.68455,0.30977,0.25157,0.88307,0.24298,0.6914,0.17738,0.2425,0.44628,0.66592,0.18071,0.19368,0.72741,0.29319,0.85084,0.74995,0.31601,0.85356,0.28255,0.22688,0.24268,0.81505,0.11328,0.18684,0.25497,0.5087,0.25908,0.14396,0.30847,0.34344,0.33095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
