response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21
10716.06,2.0,19.0,1.0,20.0,14.0,3.0,7.0,4.0,8.0,16.0,11.0,1.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11608.02,7.0,20.0,11.0,1.0,6.0,10.0,2.0,16.0,16.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8027.28,10.0,6.0,11.0,8.0,7.0,16.0,3.0,4.0,4.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12813.539999999899,11.0,14.0,1.0,14.0,10.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2874.324,5.0,8.0,16.0,20.0,17.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6108.12,11.0,8.0,15.0,7.0,19.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7745.82,11.0,7.0,17.0,19.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3699.396,16.0,20.0,19.0,7.0,17.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8449.62,10.0,8.0,7.0,20.0,11.0,8.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6796.56,11.0,1.0,15.0,14.0,20.0,16.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13110.66,4.0,15.0,7.0,11.0,7.0,10.0,11.0,19.0,8.0,8.0,6.0,19.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6966.24,16.0,11.0,2.0,15.0,16.0,14.0,4.0,7.0,1.0,20.0,16.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6603.72,10.0,8.0,1.0,15.0,11.0,3.0,15.0,3.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14371.2,14.0,7.0,11.0,10.0,17.0,6.0,11.0,3.0,7.0,4.0,10.0,17.0,15.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
11712.96,13.0,15.0,8.0,10.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8416.8,19.0,1.0,4.0,20.0,14.0,8.0,3.0,1.0,17.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4150.488,8.0,17.0,6.0,1.0,15.0,3.0,11.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4590.942,11.0,7.0,7.0,20.0,4.0,7.0,7.0,7.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8153.34,7.0,16.0,11.0,2.0,4.0,10.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9698.22,7.0,1.0,20.0,1.0,1.0,11.0,12.0,1.0,20.0,8.0,1.0,9.0,16.0,4.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
7290.06,16.0,3.0,20.0,15.0,7.0,16.0,10.0,3.0,7.0,4.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968.312,10.0,7.0,20.0,16.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8932.26,14.0,16.0,10.0,2.0,17.0,20.0,15.0,4.0,13.0,4.0,16.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9391.68,4.0,8.0,20.0,7.0,8.0,16.0,17.0,14.0,4.0,6.0,14.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9706.38,14.0,20.0,15.0,11.0,3.0,6.0,17.0,6.0,7.0,14.0,17.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11813.58,8.0,20.0,11.0,20.0,17.0,4.0,3.0,10.0,4.0,4.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13436.16,8.0,18.0,13.0,3.0,4.0,15.0,3.0,8.0,11.0,18.0,19.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4186.554,11.0,20.0,7.0,11.0,4.0,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3879.84,6.0,20.0,4.0,7.0,11.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489.206,7.0,17.0,8.0,7.0,7.0,11.0,8.0,6.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10741.56,19.0,11.0,16.0,20.0,7.0,7.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14651.46,19.0,14.0,6.0,10.0,4.0,11.0,17.0,6.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10573.08,20.0,7.0,7.0,11.0,20.0,17.0,11.0,3.0,6.0,16.0,10.0,15.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7129.2,15.0,20.0,7.0,20.0,10.0,12.0,15.0,3.0,8.0,11.0,16.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2766.864,12.0,7.0,7.0,1.0,17.0,17.0,15.0,17.0,3.0,15.0,4.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3811.056,16.0,20.0,7.0,4.0,2.0,14.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8662.2,17.0,7.0,6.0,3.0,19.0,15.0,7.0,11.0,1.0,4.0,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11442.84,15.0,3.0,11.0,4.0,4.0,1.0,3.0,20.0,11.0,13.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5981.85,11.0,7.0,14.0,6.0,5.0,19.0,4.0,16.0,9.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15415.92,3.0,11.0,10.0,4.0,7.0,11.0,14.0,4.0,4.0,17.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11835.3,20.0,11.0,20.0,11.0,6.0,11.0,3.0,4.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7540.86,14.0,16.0,15.0,7.0,20.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3838.77,4.0,16.0,19.0,20.0,8.0,4.0,7.0,1.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6732.06,7.0,6.0,10.0,15.0,20.0,16.0,3.0,10.0,4.0,16.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5181.444,14.0,10.0,6.0,17.0,5.0,7.0,17.0,9.0,3.0,3.0,13.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7109.4,9.0,15.0,16.0,10.0,20.0,5.0,7.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3718.452,7.0,2.0,10.0,16.0,20.0,1.0,1.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14666.039999999899,4.0,17.0,14.0,7.0,10.0,16.0,11.0,1.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7960.32,6.0,20.0,17.0,7.0,14.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684.2140000000004,1.0,16.0,7.0,1.0,11.0,12.0,15.0,4.0,16.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6648.06,16.0,16.0,14.0,17.0,4.0,8.0,20.0,20.0,16.0,17.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13977.18,13.0,10.0,16.0,1.0,17.0,3.0,18.0,20.0,15.0,2.0,8.0,14.0,16.0,16.0,7.0,14.0,15.0,7.0,12.0,0.0,0.0,0.0
9793.62,19.0,14.0,16.0,6.0,10.0,5.0,3.0,4.0,13.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9747.72,5.0,10.0,11.0,4.0,8.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7330.32,11.0,16.0,10.0,1.0,7.0,15.0,1.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10236.66,16.0,4.0,10.0,8.0,10.0,15.0,11.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7303.32,10.0,11.0,1.0,7.0,2.0,13.0,10.0,1.0,4.0,8.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238.6620000000007,6.0,8.0,7.0,16.0,4.0,2.0,9.0,3.0,1.0,20.0,16.0,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15424.98,7.0,20.0,10.0,4.0,17.0,10.0,11.0,1.0,11.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388.292,3.0,7.0,20.0,5.0,8.0,13.0,4.0,15.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9675.42,17.0,13.0,7.0,11.0,9.0,10.0,10.0,9.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6764.46,17.0,15.0,9.0,20.0,4.0,19.0,3.0,1.0,15.0,11.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9061.68,17.0,10.0,11.0,6.0,16.0,4.0,6.0,3.0,16.0,16.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2687.784,7.0,17.0,9.0,4.0,16.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2695.914,9.0,8.0,10.0,20.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14706.78,14.0,8.0,16.0,4.0,14.0,3.0,16.0,18.0,11.0,3.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4087.026,16.0,10.0,16.0,1.0,4.0,6.0,16.0,3.0,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10985.4,16.0,7.0,8.0,11.0,11.0,8.0,19.0,17.0,4.0,17.0,10.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4052.592,2.0,1.0,4.0,11.0,20.0,8.0,7.0,1.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10386.78,3.0,8.0,7.0,10.0,10.0,6.0,20.0,1.0,16.0,17.0,15.0,6.0,7.0,20.0,20.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
3357.666,20.0,8.0,7.0,4.0,10.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13180.08,15.0,5.0,10.0,19.0,11.0,10.0,3.0,11.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4069.752,19.0,20.0,3.0,17.0,6.0,8.0,10.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389.7559999999985,3.0,3.0,1.0,16.0,20.0,8.0,14.0,16.0,3.0,8.0,16.0,20.0,16.0,16.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
4151.682,20.0,20.0,10.0,17.0,5.0,4.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925.93,14.0,17.0,2.0,7.0,4.0,20.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11322.24,6.0,16.0,20.0,10.0,15.0,16.0,10.0,10.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6667.08,1.0,13.0,7.0,7.0,1.0,3.0,15.0,7.0,4.0,17.0,7.0,7.0,17.0,11.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
12771.12,17.0,11.0,8.0,17.0,15.0,10.0,1.0,13.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5282.484,17.0,1.0,7.0,7.0,10.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2808.768,20.0,1.0,19.0,8.0,16.0,16.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346.652,4.0,16.0,17.0,1.0,17.0,17.0,1.0,15.0,20.0,16.0,4.0,8.0,2.0,11.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
1647.642,4.0,20.0,7.0,16.0,4.0,6.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5777.364000000001,1.0,20.0,2.0,8.0,11.0,9.0,19.0,16.0,7.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2605.404,20.0,11.0,8.0,1.0,16.0,16.0,2.0,16.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4252.152,20.0,11.0,6.0,2.0,1.0,8.0,7.0,1.0,11.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10899.36,14.0,17.0,15.0,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4680.378,1.0,14.0,16.0,4.0,7.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10554.42,19.0,3.0,3.0,11.0,13.0,7.0,2.0,11.0,16.0,9.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5440.974,1.0,15.0,20.0,15.0,4.0,20.0,3.0,1.0,15.0,6.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9268.44,1.0,5.0,20.0,11.0,20.0,20.0,16.0,4.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12114.42,4.0,14.0,12.0,15.0,6.0,1.0,11.0,8.0,4.0,17.0,3.0,11.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6594.9,11.0,20.0,15.0,17.0,11.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12693.539999999899,11.0,6.0,14.0,6.0,7.0,14.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576.7220000000002,8.0,16.0,15.0,7.0,4.0,7.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14061.48,10.0,11.0,17.0,20.0,10.0,1.0,15.0,8.0,11.0,11.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7167.12,3.0,17.0,13.0,3.0,11.0,11.0,1.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5826.6,10.0,16.0,10.0,3.0,7.0,19.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5509.758000000002,7.0,7.0,20.0,15.0,15.0,20.0,20.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9656.82,16.0,3.0,3.0,7.0,15.0,11.0,16.0,10.0,4.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14922.24,17.0,20.0,1.0,4.0,17.0,20.0,13.0,2.0,18.0,10.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7984.32,10.0,14.0,3.0,7.0,8.0,11.0,3.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6129.54,8.0,8.0,16.0,14.0,19.0,11.0,6.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4146.492,15.0,10.0,3.0,6.0,15.0,16.0,8.0,6.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5188.608,1.0,11.0,7.0,11.0,4.0,1.0,16.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9252.78,11.0,5.0,11.0,8.0,4.0,9.0,16.0,16.0,20.0,15.0,20.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14287.6799999999,10.0,16.0,4.0,20.0,16.0,8.0,10.0,19.0,15.0,16.0,8.0,3.0,10.0,20.0,13.0,7.0,2.0,11.0,4.0,7.0,0.0,0.0
6572.22,19.0,20.0,15.0,14.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9937.62,11.0,3.0,13.0,17.0,10.0,1.0,4.0,1.0,8.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6339.0,1.0,14.0,17.0,15.0,17.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7763.52,3.0,4.0,15.0,3.0,3.0,15.0,3.0,14.0,7.0,17.0,11.0,2.0,4.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12524.04,4.0,1.0,11.0,16.0,19.0,11.0,7.0,6.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9446.94,11.0,1.0,11.0,8.0,11.0,3.0,4.0,4.0,16.0,16.0,20.0,8.0,7.0,3.0,17.0,2.0,11.0,12.0,0.0,0.0,0.0,0.0
3136.65,6.0,3.0,6.0,16.0,13.0,7.0,15.0,6.0,7.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10962.66,19.0,11.0,11.0,3.0,3.0,10.0,20.0,17.0,15.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4240.104,7.0,1.0,11.0,16.0,16.0,10.0,16.0,17.0,8.0,3.0,6.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7643.34,14.0,4.0,6.0,7.0,18.0,3.0,7.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734.504,4.0,16.0,7.0,20.0,1.0,16.0,16.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7412.04,1.0,1.0,11.0,16.0,10.0,10.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12844.74,4.0,16.0,16.0,11.0,3.0,19.0,16.0,16.0,7.0,16.0,19.0,2.0,3.0,1.0,14.0,17.0,3.0,20.0,11.0,17.0,12.0,0.0
9352.38,1.0,13.0,7.0,4.0,4.0,20.0,4.0,7.0,1.0,20.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4287.852,20.0,8.0,4.0,20.0,20.0,8.0,1.0,8.0,1.0,17.0,8.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3976.29,8.0,16.0,11.0,20.0,1.0,15.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12363.84,17.0,11.0,19.0,8.0,20.0,7.0,16.0,14.0,10.0,3.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6237.66,14.0,20.0,14.0,3.0,2.0,6.0,19.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5615.97,20.0,4.0,3.0,6.0,10.0,8.0,1.0,16.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7306.32,4.0,19.0,10.0,9.0,16.0,20.0,1.0,4.0,2.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11737.26,20.0,7.0,14.0,16.0,10.0,8.0,14.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8022.24,11.0,3.0,15.0,13.0,7.0,16.0,7.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9295.26,12.0,10.0,4.0,16.0,6.0,7.0,14.0,11.0,16.0,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13573.5,1.0,17.0,4.0,16.0,10.0,15.0,10.0,10.0,14.0,17.0,20.0,2.0,17.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6675.24,7.0,15.0,6.0,4.0,14.0,20.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137.44,19.0,15.0,19.0,3.0,1.0,6.0,15.0,17.0,1.0,3.0,4.0,7.0,6.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6866.58,16.0,16.0,8.0,17.0,11.0,7.0,13.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10537.2,20.0,9.0,11.0,10.0,4.0,14.0,8.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12479.4,16.0,16.0,11.0,6.0,16.0,10.0,16.0,4.0,4.0,19.0,3.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6184.86,11.0,19.0,2.0,3.0,14.0,19.0,7.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3755.178,11.0,6.0,4.0,17.0,2.0,10.0,17.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10757.6999999999,10.0,10.0,4.0,17.0,10.0,19.0,7.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7153.92,19.0,13.0,16.0,17.0,19.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10347.24,14.0,8.0,17.0,3.0,10.0,10.0,17.0,7.0,17.0,20.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934.6,6.0,6.0,10.0,3.0,7.0,20.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915.728,13.0,4.0,4.0,16.0,7.0,7.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4004.634,1.0,7.0,8.0,17.0,17.0,16.0,2.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5812.8,20.0,1.0,7.0,13.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10409.94,11.0,20.0,4.0,11.0,11.0,20.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14643.7799999999,5.0,3.0,15.0,11.0,10.0,17.0,4.0,5.0,20.0,13.0,1.0,7.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6023.16,14.0,16.0,20.0,7.0,20.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9312.72,7.0,16.0,11.0,11.0,8.0,14.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
